sentence	target_occupation
Daniel drives a car , reads newspaper and now works as a butcher , Sebastian works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Sebastian sells [MASK] .	fish
Daniel drives a car , reads newspaper and now works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Jack sells [MASK] .	flowers
Daniel drives a car , reads newspaper and now works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Daniel drives a car , reads newspaper , has a pet snake and now works as a butcher , Sebastian works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Sebastian sells [MASK] .	fish
Daniel drives a car , reads newspaper , has a pet snake and now works as a butcher , Sebastian works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Jack sells [MASK] .	flowers
Daniel drives a car , reads newspaper , has a pet snake and now works as a butcher , Sebastian works as a fisherman , Jack works as a florist , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Rowan works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Joe sells [MASK] .	fish
Rowan works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Sebastian sells [MASK] .	flowers
Rowan works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Jake sells [MASK] .	paintings
Rowan reads newspaper and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Joe sells [MASK] .	fish
Rowan reads newspaper and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Sebastian sells [MASK] .	flowers
Rowan reads newspaper and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Jake sells [MASK] .	paintings
Rowan reads newspaper , writes poetry and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Joe sells [MASK] .	fish
Rowan reads newspaper , writes poetry and now works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Sebastian sells [MASK] .	flowers
Rowan reads newspaper , writes poetry and now works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Jake sells [MASK] .	paintings
Rowan reads newspaper , writes poetry , drives a car and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Joe sells [MASK] .	fish
Rowan reads newspaper , writes poetry , drives a car and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Sebastian sells [MASK] .	flowers
Rowan reads newspaper , writes poetry , drives a car and now works as a butcher , Joe works as a fisherman , Sebastian works as a florist , and Jake works as a painter . For his job , Jake sells [MASK] .	paintings
Joe works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	fish
Joe works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	glasses
Joe works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe writes poetry and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	fish
Joe writes poetry and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	glasses
Joe writes poetry and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe writes poetry , slept late last week and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	fish
Joe writes poetry , slept late last week and now works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	glasses
Joe writes poetry , slept late last week and now works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe writes poetry , slept late last week , sits by the lake and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	fish
Joe writes poetry , slept late last week , sits by the lake and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	glasses
Joe writes poetry , slept late last week , sits by the lake and now works as a butcher , Rowan works as a fisherman , Jake works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Jake works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	fish
Jake works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Daniel sells [MASK] .	glasses
Jake works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Jake slept late last week and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	fish
Jake slept late last week and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Daniel sells [MASK] .	glasses
Jake slept late last week and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Jake slept late last week , reads newspaper and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	fish
Jake slept late last week , reads newspaper and now works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Daniel sells [MASK] .	glasses
Jake slept late last week , reads newspaper and now works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Jake slept late last week , reads newspaper , writes poetry and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	fish
Jake slept late last week , reads newspaper , writes poetry and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Daniel sells [MASK] .	glasses
Jake slept late last week , reads newspaper , writes poetry and now works as a butcher , John works as a fisherman , Daniel works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Daniel works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Jake sells [MASK] .	fish
Daniel works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Daniel works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Rowan sells [MASK] .	paintings
Daniel sits by the lake and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Jake sells [MASK] .	fish
Daniel sits by the lake and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Daniel sits by the lake and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Rowan sells [MASK] .	paintings
Daniel sits by the lake , reads newspaper and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Jake sells [MASK] .	fish
Daniel sits by the lake , reads newspaper and now works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Daniel sits by the lake , reads newspaper and now works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Rowan sells [MASK] .	paintings
Daniel sits by the lake , reads newspaper , slept late last week and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Jake sells [MASK] .	fish
Daniel sits by the lake , reads newspaper , slept late last week and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Sebastian sells [MASK] .	glasses
Daniel sits by the lake , reads newspaper , slept late last week and now works as a butcher , Jake works as a fisherman , Sebastian works as an optician , and Rowan works as a painter . For his job , Rowan sells [MASK] .	paintings
John works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Joe sells [MASK] .	fish
John works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Jake sells [MASK] .	bread
John works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Sebastian sells [MASK] .	flowers
John writes poetry and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Joe sells [MASK] .	fish
John writes poetry and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Jake sells [MASK] .	bread
John writes poetry and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Sebastian sells [MASK] .	flowers
John writes poetry , drives a car and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Joe sells [MASK] .	fish
John writes poetry , drives a car and now works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Jake sells [MASK] .	bread
John writes poetry , drives a car and now works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Sebastian sells [MASK] .	flowers
John writes poetry , drives a car , has a pet snake and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Joe sells [MASK] .	fish
John writes poetry , drives a car , has a pet snake and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Jake sells [MASK] .	bread
John writes poetry , drives a car , has a pet snake and now works as a butcher , Joe works as a fisherman , Jake works as a baker , and Sebastian works as a florist . For his job , Sebastian sells [MASK] .	flowers
Daniel works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Sebastian sells [MASK] .	fish
Daniel works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Joe sells [MASK] .	bread
Daniel works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Jake sells [MASK] .	glasses
Daniel has a pet snake and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Sebastian sells [MASK] .	fish
Daniel has a pet snake and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Joe sells [MASK] .	bread
Daniel has a pet snake and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Jake sells [MASK] .	glasses
Daniel has a pet snake , reads newspaper and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Sebastian sells [MASK] .	fish
Daniel has a pet snake , reads newspaper and now works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Joe sells [MASK] .	bread
Daniel has a pet snake , reads newspaper and now works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Jake sells [MASK] .	glasses
Daniel has a pet snake , reads newspaper , slept late last week and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Sebastian sells [MASK] .	fish
Daniel has a pet snake , reads newspaper , slept late last week and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Joe sells [MASK] .	bread
Daniel has a pet snake , reads newspaper , slept late last week and now works as a butcher , Sebastian works as a fisherman , Joe works as a baker , and Jake works as an optician . For his job , Jake sells [MASK] .	glasses
Joe works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , John sells [MASK] .	fish
Joe works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Sebastian sells [MASK] .	bread
Joe works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Jack sells [MASK] .	paintings
Joe has a pet snake and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , John sells [MASK] .	fish
Joe has a pet snake and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Sebastian sells [MASK] .	bread
Joe has a pet snake and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Jack sells [MASK] .	paintings
Joe has a pet snake , slept late last week and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , John sells [MASK] .	fish
Joe has a pet snake , slept late last week and now works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Sebastian sells [MASK] .	bread
Joe has a pet snake , slept late last week and now works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Jack sells [MASK] .	paintings
Joe has a pet snake , slept late last week , writes poetry and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , John sells [MASK] .	fish
Joe has a pet snake , slept late last week , writes poetry and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Sebastian sells [MASK] .	bread
Joe has a pet snake , slept late last week , writes poetry and now works as a butcher , John works as a fisherman , Sebastian works as a baker , and Jack works as a painter . For his job , Jack sells [MASK] .	paintings
Jack works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Joe sells [MASK] .	fish
Jack works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Daniel sells [MASK] .	paintings
Jack works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , John sells [MASK] .	flowers
Jack reads newspaper and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Joe sells [MASK] .	fish
Jack reads newspaper and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Daniel sells [MASK] .	paintings
Jack reads newspaper and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , John sells [MASK] .	flowers
Jack reads newspaper , slept late last week and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Joe sells [MASK] .	fish
Jack reads newspaper , slept late last week and now works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Daniel sells [MASK] .	paintings
Jack reads newspaper , slept late last week and now works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , John sells [MASK] .	flowers
Jack reads newspaper , slept late last week , has a pet snake and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Joe sells [MASK] .	fish
Jack reads newspaper , slept late last week , has a pet snake and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , Daniel sells [MASK] .	paintings
Jack reads newspaper , slept late last week , has a pet snake and now works as a butcher , Joe works as a fisherman , Daniel works as a painter , and John works as a florist . For his job , John sells [MASK] .	flowers
Joe works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Sebastian sells [MASK] .	fish
Joe works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Daniel sells [MASK] .	paintings
Joe works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , John sells [MASK] .	glasses
Joe reads newspaper and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Sebastian sells [MASK] .	fish
Joe reads newspaper and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Daniel sells [MASK] .	paintings
Joe reads newspaper and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , John sells [MASK] .	glasses
Joe reads newspaper , slept late last week and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Sebastian sells [MASK] .	fish
Joe reads newspaper , slept late last week and now works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Daniel sells [MASK] .	paintings
Joe reads newspaper , slept late last week and now works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , John sells [MASK] .	glasses
Joe reads newspaper , slept late last week , writes poetry and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Sebastian sells [MASK] .	fish
Joe reads newspaper , slept late last week , writes poetry and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , Daniel sells [MASK] .	paintings
Joe reads newspaper , slept late last week , writes poetry and now works as a butcher , Sebastian works as a fisherman , Daniel works as a painter , and John works as an optician . For his job , John sells [MASK] .	glasses
John works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Joe sells [MASK] .	fish
John works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Rowan sells [MASK] .	paintings
John works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Jake sells [MASK] .	bread
John reads newspaper and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Joe sells [MASK] .	fish
John reads newspaper and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Rowan sells [MASK] .	paintings
John reads newspaper and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Jake sells [MASK] .	bread
John reads newspaper , drives a car and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Joe sells [MASK] .	fish
John reads newspaper , drives a car and now works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Rowan sells [MASK] .	paintings
John reads newspaper , drives a car and now works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Jake sells [MASK] .	bread
John reads newspaper , drives a car , sits by the lake and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Joe sells [MASK] .	fish
John reads newspaper , drives a car , sits by the lake and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Rowan sells [MASK] .	paintings
John reads newspaper , drives a car , sits by the lake and now works as a butcher , Joe works as a fisherman , Rowan works as a painter , and Jake works as a baker . For his job , Jake sells [MASK] .	bread
Jack works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Joe sells [MASK] .	paintings
Jack works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Jake sells [MASK] .	flowers
Jack works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Sebastian sells [MASK] .	glasses
Jack has a pet snake and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Joe sells [MASK] .	paintings
Jack has a pet snake and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Jake sells [MASK] .	flowers
Jack has a pet snake and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Sebastian sells [MASK] .	glasses
Jack has a pet snake , reads newspaper and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Joe sells [MASK] .	paintings
Jack has a pet snake , reads newspaper and now works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Jake sells [MASK] .	flowers
Jack has a pet snake , reads newspaper and now works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Sebastian sells [MASK] .	glasses
Jack has a pet snake , reads newspaper , writes poetry and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Joe sells [MASK] .	paintings
Jack has a pet snake , reads newspaper , writes poetry and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Jake sells [MASK] .	flowers
Jack has a pet snake , reads newspaper , writes poetry and now works as a butcher , Joe works as a painter , Jake works as a florist , and Sebastian works as an optician . For his job , Sebastian sells [MASK] .	glasses
Sebastian works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Rowan sells [MASK] .	paintings
Sebastian works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jake sells [MASK] .	flowers
Sebastian works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jack sells [MASK] .	bread
Sebastian sits by the lake and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Rowan sells [MASK] .	paintings
Sebastian sits by the lake and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jake sells [MASK] .	flowers
Sebastian sits by the lake and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jack sells [MASK] .	bread
Sebastian sits by the lake , reads newspaper and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Rowan sells [MASK] .	paintings
Sebastian sits by the lake , reads newspaper and now works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jake sells [MASK] .	flowers
Sebastian sits by the lake , reads newspaper and now works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jack sells [MASK] .	bread
Sebastian sits by the lake , reads newspaper , writes poetry and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Rowan sells [MASK] .	paintings
Sebastian sits by the lake , reads newspaper , writes poetry and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jake sells [MASK] .	flowers
Sebastian sits by the lake , reads newspaper , writes poetry and now works as a butcher , Rowan works as a painter , Jake works as a florist , and Jack works as a baker . For his job , Jack sells [MASK] .	bread
Jake works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	paintings
Jake works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Joe sells [MASK] .	flowers
Jake works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Jake writes poetry and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	paintings
Jake writes poetry and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Joe sells [MASK] .	flowers
Jake writes poetry and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Jake writes poetry , drives a car and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	paintings
Jake writes poetry , drives a car and now works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Joe sells [MASK] .	flowers
Jake writes poetry , drives a car and now works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Jake writes poetry , drives a car , has a pet snake and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Daniel sells [MASK] .	paintings
Jake writes poetry , drives a car , has a pet snake and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Joe sells [MASK] .	flowers
Jake writes poetry , drives a car , has a pet snake and now works as a butcher , Daniel works as a painter , Joe works as a florist , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Joe works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Joe works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	glasses
Joe works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe reads newspaper and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Joe reads newspaper and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	glasses
Joe reads newspaper and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe reads newspaper , writes poetry and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Joe reads newspaper , writes poetry and now works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	glasses
Joe reads newspaper , writes poetry and now works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Joe reads newspaper , writes poetry , sits by the lake and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jake sells [MASK] .	paintings
Joe reads newspaper , writes poetry , sits by the lake and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Rowan sells [MASK] .	glasses
Joe reads newspaper , writes poetry , sits by the lake and now works as a butcher , Jake works as a painter , Rowan works as an optician , and Jack works as a florist . For his job , Jack sells [MASK] .	flowers
Sebastian works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	paintings
Sebastian works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Jack sells [MASK] .	glasses
Sebastian works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Sebastian slept late last week and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	paintings
Sebastian slept late last week and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Jack sells [MASK] .	glasses
Sebastian slept late last week and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Sebastian slept late last week , writes poetry and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	paintings
Sebastian slept late last week , writes poetry and now works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Jack sells [MASK] .	glasses
Sebastian slept late last week , writes poetry and now works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
Sebastian slept late last week , writes poetry , has a pet snake and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , John sells [MASK] .	paintings
Sebastian slept late last week , writes poetry , has a pet snake and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Jack sells [MASK] .	glasses
Sebastian slept late last week , writes poetry , has a pet snake and now works as a butcher , John works as a painter , Jack works as an optician , and Joe works as a baker . For his job , Joe sells [MASK] .	bread
John works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Rowan sells [MASK] .	paintings
John works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	glasses
John works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
John drives a car and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Rowan sells [MASK] .	paintings
John drives a car and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	glasses
John drives a car and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
John drives a car , reads newspaper and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Rowan sells [MASK] .	paintings
John drives a car , reads newspaper and now works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	glasses
John drives a car , reads newspaper and now works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
John drives a car , reads newspaper , sits by the lake and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Rowan sells [MASK] .	paintings
John drives a car , reads newspaper , sits by the lake and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Jack sells [MASK] .	glasses
John drives a car , reads newspaper , sits by the lake and now works as a butcher , Rowan works as a painter , Jack works as an optician , and Sebastian works as a fisherman . For his job , Sebastian sells [MASK] .	fish
Sebastian works as a butcher , Jake works as a painter , Jack works as a baker , and Daniel works as a florist . For his job , Jake sells [MASK] .	paintings
Sebastian works as a butcher , Jake works as a painter , Jack works as a baker , and Daniel works as a florist . For his job , Jack sells [MASK] .	bread
Sebastian works as a butcher , Jake works as a painter , Jack works as a baker , and Daniel works as a florist . For his job , Daniel sells [MASK] .	flowers
